fiona_7_5_5.mid,fiona_7_5_5.label_score,fiona_7_5_5.loss,fiona_7_5_5.play_duration,fiona_7_5_5.total_innings,fiona_7_5_5.pay_count,fiona_7_5_5.pay_sum,fiona_7_5_5.bankrupt_count,fiona_7_5_5.login_count,fiona_7_5_5.win_innings,fiona_7_5_5.lose_innings,fiona_7_5_5.win_rate,fiona_7_5_5.lifespan,fiona_7_5_5.signup_to_now_days,fiona_7_5_5.total_silver_coin,fiona_7_5_5.total_gold_bar,fiona_7_5_5.carrying_silver_coin,fiona_7_5_5.carrying_gold_bar,fiona_7_5_5.safebox_silver_coin,fiona_7_5_5.safebox_gold_bar,fiona_7_5_5.match_innings,fiona_7_5_5.match_duration,fiona_7_5_5.match_win_rate,fiona_7_5_5.carrying_items_value,fiona_7_5_5.vip_level,fiona_7_5_5.vip_left_days,fiona_7_5_5.relieve_count,fiona_7_5_5.relieve_silver_coins,fiona_7_5_5.last_active_to_now_days,fiona_7_5_5.last_pay_to_now_days,fiona_7_5_5.recent_login_series_days,fiona_7_5_5.latest_play_coins,fiona_7_5_5.play_duration_7d,fiona_7_5_5.innings_7d,fiona_7_5_5.pay_count_7d,fiona_7_5_5.pay_sum_7d,fiona_7_5_5.play_duration_30d,fiona_7_5_5.innings_30d,fiona_7_5_5.pay_count_30d,fiona_7_5_5.pay_sum_30d,fiona_7_5_5.bankrupt_count_7d,fiona_7_5_5.login_count_7d,fiona_7_5_5.win_innings_7d,fiona_7_5_5.lose_innings_7d,fiona_7_5_5.win_rate_7d
8243694,5,0,158236,3779,22,64.00,409,602,1727,1993,0.46,489,498,47480,0,19260,0,28220,0,3427,125993,0.0,NULL,NULL,NULL,295,2360000,9,-409,0,-1080,1324,9,0,0.00,4179,28,0,0.00,NULL,2,4,4,0.44
18175432,6,1,709254,7442,4,2.00,41,344,2960,4239,0.4,299,318,197101,0,56107,0,140994,0,1983,122776,0.03,NULL,NULL,NULL,31,248000,-1,-260,0,-2000,NULL,NULL,NULL,NULL,4409,25,0,0.00,NULL,1,NULL,NULL,NULL
1002384769,6,0,749487,7810,0,0.00,96,1088,4043,3342,0.52,227,227,234864,0,63414,0,171450,0,0,0,NULL,NULL,NULL,NULL,94,494000,18,NULL,13,-3200,17388,173,0,0.00,68132,700,0,0.00,4,46,90,76,0.52
20688889,5,0,105801,1643,11,11.50,59,107,616,944,0.37,94,96,2900,0,2900,0,0,0,0,0,NULL,NULL,NULL,NULL,37,296000,16,-51,0,-3000,4927,91,0,0.00,6364,111,0,0.00,8,30,38,48,0.42
1002437420,3,0,1431254,17450,19,276.81,3899,953,8811,8468,0.5,205,205,5500,2901,5500,2901,0,0,9232,759241,0.52,NULL,NULL,NULL,381,1989000,18,16,27,840,87907,1084,0,0.00,318193,3983,2,49.98,190,47,539,533,0.50
20605444,5,0,316931,4305,14,10.00,71,211,2184,1768,0.51,109,109,2420,0,2420,0,0,0,0,0,NULL,NULL,NULL,NULL,55,440000,18,7,4,-1200,12381,161,0,0.00,78400,1046,3,3.00,NULL,22,78,71,0.48
19565572,5,1,143038,3708,12,90.00,29,252,1713,1992,0.46,210,228,214506,0,18980,0,195526,0,0,0,NULL,NULL,NULL,NULL,18,144000,0,-165,0,1080,NULL,NULL,NULL,NULL,243,2,0,0.00,NULL,1,NULL,NULL,NULL
13557248,3,0,686314,9702,72,174.50,760,1172,2196,6997,0.23,396,396,0,0,0,0,0,0,6004,358168,0.0,NULL,NULL,NULL,668,5344000,18,-130,5,-5200,9886,83,0,0.00,57141,450,0,0.00,9,35,20,51,0.24
17782665,5,0,471487,5934,13,15.50,32,545,2663,3163,0.45,325,335,352436,43,22873,43,329563,0,5342,410364,0.21,NULL,NULL,NULL,31,248000,8,-4,0,-20,17930,232,3,4.50,43945,518,5,5.50,NULL,19,122,109,0.53
5859783,5,0,377191,3849,14,41.00,160,278,1631,2183,0.42,554,554,19162,42,19162,42,0,0,3150,319336,0.26,NULL,NULL,NULL,76,608000,18,18,1,-2112,5560,67,0,0.00,25517,274,1,3.00,NULL,11,36,31,0.54
3418243,6,0,4217952,22497,0,0.00,10,4006,10728,10974,0.48,687,687,3620018,99,22080,99,3597938,0,16602,3245059,0.0,NULL,NULL,20,6,48000,18,NULL,51,-1120,49972,271,0,0.00,147691,821,0,0.00,NULL,91,146,119,0.54
1002894042,6,0,855040,15658,0,0.00,223,600,4730,9351,0.3,79,79,21975,200,1975,200,20000,0,0,0,NULL,NULL,NULL,NULL,137,685000,18,NULL,80,-1050,61991,1071,0,0.00,433080,8018,0,0.00,15,119,316,666,0.30
6396995,3,0,1553397,2412,3,14.00,0,908,0,0,0.0,540,540,15900,0,15900,0,0,0,2038,1312970,0.0,NULL,NULL,NULL,0,0,18,-299,4,0,1591,3,0,0.00,27049,43,0,0.00,NULL,12,0,0,0.00
3284932,5,0,542349,8047,4,12.00,352,542,4166,3320,0.52,702,703,12880,0,12880,0,0,0,7793,524124,0.0,NULL,NULL,NULL,214,1712000,17,-581,0,-1200,8243,110,0,0.00,8243,110,0,0.00,14,18,58,46,0.53
17265992,6,1,1263176,13919,0,0.00,252,925,3355,7918,0.24,333,355,8616,0,8616,0,0,0,4684,453544,0.0,NULL,NULL,NULL,220,1760000,-4,NULL,0,-3600,1491,9,0,0.00,1491,9,0,0.00,1,2,3,4,0.33
12114164,5,1,430470,4272,26,52.00,124,466,1528,2455,0.36,395,415,10000,0,10000,0,0,0,3117,387578,0.0,NULL,NULL,NULL,92,736000,-2,-172,0,-8452,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
20815562,5,0,325382,3499,44,234.00,37,707,1085,2414,0.31,75,75,185410,0,74900,0,110510,0,0,0,NULL,NULL,NULL,NULL,28,224000,18,18,34,39800,33124,330,1,6.00,127024,1221,15,68.00,1,112,106,224,0.32
19912961,5,0,218223,6323,47,29.50,263,395,2679,3000,0.42,182,192,2400,4,2400,4,0,0,291,26543,0.42,NULL,NULL,NULL,198,1584000,8,-147,0,-6000,8533,100,0,0.00,32324,404,0,0.00,7,29,15,36,0.15
12037929,6,0,1196196,6805,2,4.00,183,1264,2443,2348,0.36,417,417,59625,54,37984,54,21641,0,3537,553505,0.01,NULL,NULL,NULL,90,720000,18,-281,5,0,27705,102,0,0.00,65236,321,0,0.00,4,66,20,16,0.20
17763263,1,0,1587259,20609,275,459.00,334,1263,10027,10294,0.49,335,336,40159,25,40159,25,0,0,20345,1567357,0.4,NULL,NULL,NULL,171,1368000,17,14,0,-500,43445,526,16,32.00,111394,1388,34,66.50,NULL,192,240,282,0.46
1002362700,6,0,487087,10230,0,0.00,287,964,2671,6040,0.26,235,235,50738,250,27507,250,23231,0,294,36278,0.24,NULL,NULL,NULL,232,1189000,18,NULL,112,5400,12842,398,0,0.00,62070,1763,0,0.00,1,43,106,218,0.27
14116374,6,0,923561,12233,7,3.50,821,833,5662,5795,0.46,391,393,0,2,0,2,0,0,5796,427160,0.0,NULL,NULL,NULL,405,3240000,16,-21,0,-41460,44668,593,0,0.00,162042,2047,2,1.00,17,106,212,262,0.36
1002789522,6,0,1373784,14485,0,0.00,178,1042,4552,9875,0.31,104,104,22736,300,2736,300,20000,0,2,292,0.0,NULL,NULL,NULL,113,565000,18,NULL,105,-4550,79834,946,0,0.00,378015,4308,0,0.00,7,131,337,602,0.36
6235652,3,0,2004398,29930,19,42.00,56,1046,7726,20738,0.26,544,544,467867,301,13500,301,454367,0,21005,1252274,0.01,NULL,NULL,NULL,19,152000,18,-523,3,4320,41642,523,0,0.00,187915,2225,0,0.00,NULL,28,256,267,0.49
10097229,6,0,1341500,16839,0,0.00,497,1986,7878,8965,0.47,474,474,7912,0,7912,0,0,0,8754,725971,0.0,NULL,NULL,NULL,441,3528000,18,NULL,3,-2700,22152,299,0,0.00,66135,868,0,0.00,2,53,154,145,0.52
3568746,6,0,1634954,10913,2,9.00,279,2687,3320,4496,0.3,671,671,7370,0,7370,0,0,0,6967,1006454,0.0,NULL,NULL,20,231,1848000,18,-3,2,-3600,21927,153,1,6.00,87202,614,1,6.00,20,75,36,62,0.24
1002239382,6,0,721407,8535,0,0.00,3,1192,4225,3821,0.5,260,260,563866,140,29751,140,534115,0,1814,173520,0.0,NULL,NULL,NULL,3,15000,18,NULL,68,396,22102,281,0,0.00,111496,1439,0,0.00,NULL,91,139,142,0.49
1002294611,6,0,610149,5162,0,0.00,488,1010,2421,2271,0.47,254,254,63577,200,51788,200,11789,0,494,91148,0.01,NULL,NULL,NULL,383,2250000,18,NULL,2,1506,18629,176,0,0.00,45856,429,0,0.00,9,51,91,77,0.52
1313164,6,0,5835980,17859,1,2.00,17,3163,9414,7992,0.53,781,781,9709584,0,16500,0,9693084,0,11687,3872820,0.01,NULL,NULL,NULL,9,72000,18,-552,21,7000,35571,112,0,0.00,101777,314,0,0.00,NULL,54,59,53,0.53
13402810,6,0,1656031,4151,2,12.00,211,2858,2051,2041,0.49,398,398,46208,0,46208,0,0,0,2307,916458,0.0,NULL,NULL,NULL,199,1592000,18,-364,24,959,16206,41,0,0.00,95525,242,0,0.00,3,43,20,21,0.49
7948671,6,0,2496110,30257,0,0.00,27,3773,15009,15244,0.5,506,506,3745986,0,18723,0,3727263,0,17375,1387519,0.0,NULL,NULL,20,22,176000,18,NULL,148,-4800,52228,422,0,0.00,173862,1679,0,0.00,NULL,71,121,298,0.29
7159747,6,0,2052506,17820,0,0.00,15,2466,9024,8141,0.51,522,522,1911530,0,10930,0,1900600,0,10590,1198667,0.0,NULL,NULL,NULL,10,80000,18,NULL,5,0,21511,165,0,0.00,75232,660,0,0.00,NULL,59,95,66,0.58
8760993,6,0,775757,8254,1,2.00,81,933,3158,4669,0.38,483,483,729459,0,20120,0,709339,0,6072,471758,0.0,NULL,NULL,20,53,424000,18,-395,47,4800,49267,268,0,0.00,154955,1185,0,0.00,NULL,77,89,119,0.33
5428139,6,0,1096400,27979,3,6.00,8,1345,4289,23696,0.15,559,568,6614945,0,535236,0,6079709,0,23671,938473,0.0,NULL,NULL,NULL,2,16000,9,-548,0,-7500,NULL,NULL,NULL,NULL,2946,31,0,0.00,NULL,1,NULL,NULL,NULL
14298925,6,1,1566566,24424,0,0.00,1,1341,12036,11887,0.49,386,392,4201564,205,21073,205,4180491,0,13568,934013,0.0,NULL,NULL,NULL,1,8000,12,NULL,0,-2160,2862,52,0,0.00,64384,1384,0,0.00,NULL,13,20,31,0.38
18400073,6,0,762695,5718,0,0.00,52,522,1717,3888,0.3,307,308,56261,0,9676,0,46585,0,2825,383951,0.0,NULL,NULL,NULL,48,384000,17,NULL,0,-10500,2686,20,0,0.00,18637,145,0,0.00,NULL,6,7,13,0.35
17639925,5,0,110855,1264,8,16.00,1,173,634,626,0.5,338,340,132110,240,132110,240,0,0,1210,106305,0.5,NULL,NULL,NULL,1,8000,16,-5,0,-500,1593,20,1,2.00,2935,37,1,2.00,NULL,2,11,9,0.55
1002541418,6,0,871662,7891,0,0.00,160,1626,2997,3620,0.38,176,176,47991,261,22319,261,25672,0,199,23855,0.38,NULL,NULL,NULL,125,625000,18,NULL,177,0,61611,703,0,0.00,177474,1883,0,0.00,1,146,308,355,0.44
3211972,6,0,897824,11891,0,0.00,36,790,6363,4657,0.54,705,711,834375,0,22020,0,812355,0,10559,800600,0.0,NULL,NULL,NULL,19,152000,12,NULL,0,5260,11854,165,0,0.00,16568,232,0,0.00,NULL,23,99,59,0.60
19039086,3,0,916099,13407,30,16.50,303,899,5942,6374,0.44,267,267,262351,8,42299,8,220052,0,4366,338517,0.33,NULL,NULL,20,216,1728000,18,-50,19,0,7215,114,0,0.00,49206,750,0,0.00,NULL,25,39,50,0.34
7194525,5,0,502679,5392,9,35.00,198,378,2155,2975,0.4,507,522,80929,213,80929,213,0,0,5337,498528,0.3,NULL,NULL,NULL,109,872000,3,-5,0,300,7328,95,1,2.00,18434,241,1,2.00,NULL,4,53,42,0.56
855039,3,0,3998804,56362,17,36.50,555,3644,22116,33501,0.39,862,862,4650,35,4650,35,0,0,55780,3946777,0.16,NULL,NULL,NULL,287,2306000,18,-14,18,-158400,22175,193,0,0.00,210653,1717,1,0.50,5,29,115,75,0.60
4845346,1,1,1795044,36889,236,401.50,3233,1712,13334,23231,0.36,587,587,1526,9,1526,9,0,0,33370,1629132,0.16,NULL,NULL,NULL,664,5312000,18,-29,1,-6000,3700,38,0,0.00,37089,690,1,0.50,4,12,8,28,0.21
5229556,6,0,868686,13896,5,15.00,1073,1042,6698,7087,0.48,569,574,0,0,0,0,0,0,9717,526894,0.02,NULL,NULL,NULL,733,5864000,13,-453,0,-7050,3714,79,0,0.00,33717,485,0,0.00,4,14,39,38,0.49
8468262,3,0,2426125,21160,57,172.50,1691,2710,9000,11037,0.43,490,490,1100,0,1100,0,0,0,11884,1168533,0.0,NULL,NULL,NULL,901,7208000,18,-253,26,-4500,35444,400,0,0.00,59551,657,0,0.00,NULL,48,188,212,0.47
19761422,6,0,1103180,11503,5,8.50,127,1749,5828,5649,0.51,208,208,70337,0,3580,0,66757,0,0,0,NULL,NULL,NULL,20,105,840000,18,-76,169,-400,20001,201,0,0.00,171193,1770,0,0.00,8,163,102,95,0.51
1002414118,6,0,461806,5726,0,0.00,159,674,2301,3335,0.4,214,214,20791,63,11500,63,9291,0,815,76799,0.5,NULL,NULL,NULL,108,612000,18,NULL,1,-23806,5781,163,0,0.00,39905,1101,0,0.00,11,24,32,118,0.20
8867557,6,0,2113604,27431,0,0.00,65,2745,12439,14783,0.45,480,480,4148132,168,17600,168,4130532,0,22301,1522131,0.01,NULL,NULL,20,37,296000,18,NULL,6,1080,23520,264,0,0.00,149004,996,0,0.00,NULL,93,107,146,0.41
711543,6,0,4959918,55158,0,0.00,11,5625,30156,22699,0.55,898,898,10923158,299,20840,299,10902318,0,50582,4544182,0.32,NULL,NULL,20,7,70000,18,NULL,141,-20400,24137,251,0,0.00,154375,1577,0,0.00,NULL,88,144,92,0.57
15510741,6,0,4270545,15114,0,0.00,140,3321,4887,5056,0.32,385,385,349166,0,15321,0,333845,0,7415,1670042,0.0,NULL,NULL,20,115,920000,18,NULL,267,0,67913,165,0,0.00,376360,924,0,0.00,NULL,143,46,39,0.28
8578689,3,0,4480593,52656,263,137.00,1835,5188,20643,24972,0.39,487,487,0,2,0,2,0,0,29600,2628474,0.11,NULL,NULL,NULL,917,7336000,18,-30,20,-6860,18897,224,0,0.00,114234,1368,0,0.00,20,113,93,120,0.42
10240532,5,1,79590,1301,9,105.00,74,194,360,870,0.28,447,469,9097,0,9097,0,0,0,1084,66165,0.02,NULL,NULL,NULL,42,336000,-4,-76,0,-3240,447,5,0,0.00,1276,10,0,0.00,1,2,2,3,0.40
11318870,5,0,422689,2797,46,116.00,113,315,1180,1534,0.42,436,438,24331,34,24331,34,0,0,2496,370273,0.07,NULL,NULL,NULL,86,688000,16,-21,0,-5100,830,2,0,0.00,6893,24,1,2.00,NULL,3,1,1,0.50
3555599,1,0,4858777,35240,292,1202.00,1262,1873,15563,18705,0.44,660,673,72032,13,22049,13,49983,0,20793,3048708,0.12,NULL,NULL,NULL,369,2952000,5,-59,0,1080,9523,95,0,0.00,9523,95,0,0.00,3,23,39,56,0.41
19400542,5,0,541212,4211,10,22.50,180,735,1979,2056,0.47,242,242,91613,0,827,0,90786,0,33,3931,0.0,NULL,NULL,NULL,80,640000,18,-60,18,-5400,17464,144,0,0.00,56420,434,0,0.00,NULL,59,71,66,0.49
1002417454,6,0,594491,3647,0,0.00,51,862,874,1266,0.24,212,212,7299,263,500,263,6799,0,53,5064,0.43,NULL,NULL,NULL,43,238000,18,NULL,146,-10377,24780,163,0,0.00,91371,592,0,0.00,NULL,51,39,53,0.24
17241096,6,0,1656577,2858,0,0.00,0,644,0,0,0.0,343,356,297000,0,297000,0,0,0,794,570491,0.0,NULL,NULL,NULL,0,0,5,NULL,0,0,96971,191,0,0.00,289407,559,0,0.00,NULL,133,0,0,0.00
12007753,6,0,1088797,10531,0,0.00,17,692,4068,6390,0.39,418,418,96002,0,53000,0,43002,0,4636,519100,0.0,NULL,NULL,NULL,0,0,18,NULL,2,-3,32579,351,0,0.00,210043,2175,0,0.00,NULL,21,147,202,0.42
1002497633,6,0,489593,6066,0,0.00,772,1072,2855,3172,0.47,185,185,4689,2,4689,2,0,0,386,34499,0.59,NULL,NULL,NULL,376,1897000,18,NULL,19,-3360,12341,157,0,0.00,46841,610,0,0.00,20,46,74,83,0.47
1002499144,6,0,1590812,16154,0,0.00,297,807,6891,7019,0.43,184,185,671226,415,74697,415,596529,0,29,2244,0.62,NULL,NULL,NULL,248,1296000,17,NULL,0,-19200,8688,107,0,0.00,65729,897,0,0.00,8,26,56,51,0.52
1021007,3,0,1921298,28404,10,24.00,1011,1737,14948,11477,0.53,736,736,1578,3,1578,3,0,0,23885,1609821,0.03,NULL,NULL,NULL,579,4632000,18,-616,1,-13200,1765,24,0,0.00,8907,127,0,0.00,NULL,2,13,10,0.54
19084131,5,1,191665,6013,7,40.50,153,373,2655,3163,0.44,246,264,93264,0,26710,0,66554,0,2782,84633,0.0,NULL,NULL,NULL,123,984000,0,-109,0,1480,20786,203,0,0.00,21613,212,0,0.00,NULL,36,98,105,0.48
4465548,6,0,1531071,21019,1,2.00,1800,2345,8452,12277,0.4,603,603,115650,1023,0,1023,115650,0,10049,923876,0.04,NULL,NULL,20,800,6400000,18,-408,2,-29028,7501,42,0,0.00,30945,175,0,0.00,1,29,20,21,0.48
19684137,6,0,515380,7582,0,0.00,155,768,2436,3868,0.32,214,217,3640,0,3640,0,0,0,0,0,NULL,NULL,NULL,NULL,116,928000,15,NULL,0,-3000,2308,87,0,0.00,19095,454,0,0.00,2,18,44,36,0.51
17740991,6,0,1235295,15198,0,0.00,240,757,7557,7627,0.5,336,336,29765,4,29765,4,0,0,4426,364226,0.21,NULL,NULL,NULL,191,1528000,18,NULL,1,-600,36082,457,0,0.00,139582,1743,0,0.00,10,122,215,242,0.47
1469324,6,0,1960688,35785,0,0.00,226,1607,10174,25377,0.28,752,752,2396,0,2396,0,0,0,34532,1840676,0.0,NULL,NULL,NULL,142,1136000,18,NULL,2,-34533,20188,215,0,0.00,49976,492,0,0.00,3,46,113,93,0.53
7786378,6,0,2270752,2520,0,0.00,0,1843,0,0,0.0,510,510,552800,0,552800,0,0,0,1377,1264135,0.0,NULL,NULL,NULL,0,0,18,NULL,12,0,21680,28,0,0.00,108076,125,0,0.00,NULL,79,0,0,0.00
4656623,6,0,1592240,15864,0,0.00,82,1382,4919,10629,0.31,595,595,87089,0,87089,0,0,0,10319,1036138,0.0,NULL,NULL,NULL,32,256000,18,NULL,18,-1,17621,184,0,0.00,84358,871,0,0.00,NULL,22,62,120,0.34
3974788,5,0,194211,1508,4,20.00,90,353,488,763,0.32,624,635,17908,0,17908,0,0,0,961,119561,0.01,NULL,NULL,NULL,58,464000,7,-611,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL
20726174,5,0,130723,715,9,16.00,42,94,260,415,0.36,78,90,19560,29,19560,29,0,0,19,1611,0.53,NULL,NULL,NULL,28,224000,6,-18,0,6000,920,4,0,0.00,51421,257,1,0.50,NULL,8,1,3,0.25
4494493,5,0,258215,4843,12,24.00,238,328,2156,2528,0.45,592,602,0,24,0,24,0,0,4083,219755,0.03,NULL,NULL,NULL,135,1080000,8,-234,0,-3660,5519,74,0,0.00,19943,325,0,0.00,8,21,29,38,0.39
5687194,6,0,1509746,6800,1,6.00,302,2851,2964,3252,0.44,560,560,136684,300,13114,300,123570,0,3660,771555,0.16,NULL,NULL,20,261,2088000,18,-535,15,-7000,18790,70,0,0.00,117765,437,0,0.00,NULL,30,9,9,0.13
219831,6,0,1164908,12201,0,0.00,216,1485,5174,6132,0.42,1035,1036,63008,0,3277,0,59731,0,8213,791600,0.0,NULL,NULL,NULL,107,914000,17,NULL,0,-3480,1497,19,0,0.00,66463,779,0,0.00,NULL,15,5,11,0.26
3353226,6,0,2275078,13810,0,0.00,967,2160,6690,7084,0.48,694,694,286497,47,286497,47,0,0,13499,2176800,0.0,NULL,NULL,NULL,699,5592000,18,NULL,23,-240,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL
12149915,1,0,1089859,19603,376,4370.00,967,1689,9282,10115,0.47,408,414,1725,0,1725,0,0,0,10840,572958,0.0,NULL,NULL,NULL,629,5032000,12,12,0,-2475,6112,69,0,0.00,40227,479,5,26.00,5,31,35,34,0.51
18914621,6,0,1114725,9246,0,0.00,15,628,3204,5872,0.35,276,276,295153,0,1800,0,293353,0,1692,210173,0.0,NULL,NULL,NULL,13,104000,18,NULL,10,-1400,8291,46,0,0.00,68499,399,0,0.00,NULL,18,15,28,0.33
17090869,3,1,1872974,18273,53,222.00,536,1400,6012,9469,0.33,338,361,7228,0,7228,0,0,0,8683,904488,0.0,NULL,NULL,NULL,462,3696000,-5,-25,0,-1760,3433,35,0,0.00,82405,807,3,6.00,1,2,9,18,0.26
16691856,5,0,1273833,3516,28,21.50,141,917,1857,1644,0.53,370,370,26471,0,26471,0,0,0,1262,474830,0.0,NULL,NULL,NULL,114,912000,18,15,14,1753,43352,130,0,0.00,130613,382,1,0.50,NULL,57,73,56,0.56
10544195,6,0,1003313,12360,2,6.00,272,1736,6161,5391,0.5,460,460,72811,0,23271,0,49540,0,6938,563596,0.0,NULL,NULL,NULL,227,1816000,18,-378,32,-8080,14057,158,0,0.00,50760,547,0,0.00,NULL,45,76,72,0.48
6864097,5,0,292353,3938,34,171.00,92,449,1890,2021,0.48,527,530,23845,62,23845,62,0,0,3844,284972,0.31,NULL,NULL,NULL,62,496000,15,13,0,-4395,2747,36,2,12.00,17974,223,10,48.00,NULL,11,13,21,0.36
18913342,5,0,816926,4451,10,24.00,269,661,1444,1777,0.32,276,276,73968,7,73968,7,0,0,1691,112048,0.25,NULL,NULL,NULL,173,1384000,18,-246,2,0,16889,37,0,0.00,56723,134,0,0.00,NULL,41,9,2,0.24
16744643,5,0,124192,2132,24,36.00,182,161,604,1303,0.28,365,368,1365,0,1365,0,0,0,86,8747,0.0,NULL,NULL,NULL,116,928000,15,-27,0,-2475,119,3,0,0.00,4719,123,2,4.00,NULL,2,0,3,0.00
8906951,5,0,344843,9812,70,182.50,478,567,3873,5585,0.39,478,479,1500,9,1500,9,0,0,8184,303078,0.07,NULL,NULL,NULL,357,2856000,17,-6,0,-3818,6982,174,1,0.50,31769,773,2,1.00,11,21,82,79,0.47
11665186,6,0,767880,11327,4,6.50,60,1336,4684,5161,0.41,423,427,24775,0,24775,0,0,0,7641,525996,0.0,NULL,NULL,NULL,52,416000,14,-336,0,-3000,1335,21,0,0.00,17314,448,0,0.00,NULL,14,7,14,0.33
8944471,6,0,1312352,11517,0,0.00,2,1468,3186,8124,0.28,476,478,0,0,0,0,0,0,6898,779729,0.0,NULL,NULL,NULL,1,8000,16,NULL,0,-1,2457,24,0,0.00,39834,388,0,0.00,NULL,5,5,17,0.21
20867209,5,0,559855,3391,53,29.50,116,189,1239,1712,0.37,66,66,17597,0,12306,0,5291,0,0,0,NULL,NULL,NULL,20,43,344000,18,12,43,-750,31835,183,6,3.00,216658,1271,39,22.50,12,35,69,89,0.38
980029,6,0,1393762,13739,5,8.50,441,1235,7009,6188,0.51,835,838,695893,0,149960,0,545933,0,9378,1052019,0.05,NULL,NULL,NULL,314,2512000,15,-98,0,-30000,10739,135,0,0.00,18822,244,0,0.00,4,36,67,61,0.50
18266006,5,0,214156,5991,29,35.00,138,342,2330,2790,0.39,301,314,802374,0,12580,0,789794,0,2376,84534,0.0,NULL,NULL,NULL,80,640000,5,-21,0,0,56,1,0,0.00,20925,735,1,0.50,NULL,3,0,0,0.00
5959183,5,0,476942,6853,6,24.00,611,767,1910,4851,0.28,551,551,61623,0,18200,0,43423,0,5587,289629,0.0,NULL,NULL,20,348,2784000,18,-469,2,-2400,17737,118,0,0.00,74469,465,0,0.00,25,54,49,67,0.42
7272348,5,1,54326,1205,8,14.50,106,153,534,619,0.44,519,520,0,0,0,0,0,0,829,40470,0.0,NULL,NULL,NULL,71,568000,17,-6,0,-18632,1046,49,2,2.50,1046,49,2,2.50,3,5,21,25,0.43
13700756,5,0,289347,3282,18,15.00,142,283,1565,1703,0.48,385,396,10886,7,10886,7,0,0,2256,191812,0.03,NULL,NULL,NULL,105,840000,7,-143,0,-11984,NULL,NULL,NULL,NULL,2130,25,0,0.00,NULL,1,NULL,NULL,NULL
13648530,6,0,958884,10462,0,0.00,369,847,4742,5719,0.45,396,396,18529,0,18529,0,0,0,2841,270047,0.0,NULL,NULL,20,351,2808000,18,NULL,59,-1080,25585,297,0,0.00,96417,1065,0,0.00,15,45,132,165,0.44
18267379,6,0,1438884,9012,0,0.00,324,1008,2806,6149,0.31,313,314,89120,49,7280,49,81840,0,3205,455673,0.05,NULL,NULL,NULL,315,2520000,17,NULL,0,-13610,25179,148,0,0.00,77007,517,0,0.00,5,41,55,93,0.37
