fiona_7_5_5.mid,fiona_7_5_5.label_score,fiona_7_5_5.loss,fiona_7_5_5.play_duration,fiona_7_5_5.total_innings,fiona_7_5_5.pay_count,fiona_7_5_5.pay_sum,fiona_7_5_5.bankrupt_count,fiona_7_5_5.login_count,fiona_7_5_5.win_innings,fiona_7_5_5.lose_innings,fiona_7_5_5.win_rate,fiona_7_5_5.lifespan,fiona_7_5_5.signup_to_now_days,fiona_7_5_5.total_silver_coin,fiona_7_5_5.total_gold_bar,fiona_7_5_5.carrying_silver_coin,fiona_7_5_5.carrying_gold_bar,fiona_7_5_5.safebox_silver_coin,fiona_7_5_5.safebox_gold_bar,fiona_7_5_5.match_innings,fiona_7_5_5.match_duration,fiona_7_5_5.match_win_rate,fiona_7_5_5.carrying_items_value,fiona_7_5_5.vip_level,fiona_7_5_5.vip_left_days,fiona_7_5_5.relieve_count,fiona_7_5_5.relieve_silver_coins,fiona_7_5_5.last_active_to_now_days,fiona_7_5_5.last_pay_to_now_days,fiona_7_5_5.recent_login_series_days,fiona_7_5_5.latest_play_coins,fiona_7_5_5.play_duration_7d,fiona_7_5_5.innings_7d,fiona_7_5_5.pay_count_7d,fiona_7_5_5.pay_sum_7d,fiona_7_5_5.play_duration_30d,fiona_7_5_5.innings_30d,fiona_7_5_5.pay_count_30d,fiona_7_5_5.pay_sum_30d,fiona_7_5_5.bankrupt_count_7d,fiona_7_5_5.login_count_7d,fiona_7_5_5.win_innings_7d,fiona_7_5_5.lose_innings_7d,fiona_7_5_5.win_rate_7d
7577554,5,1,136032,1626,4,32.00,14,206,585,801,0.36,495,513,215371,0,116971,0,98400,0,1471,124039,0.0,NULL,NULL,NULL,6,48000,0,-482,0,-30000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
1002801726,6,0,812303,4741,0,0.00,233,997,1136,1601,0.24,101,101,90507,300,90507,300,0,0,0,0,NULL,NULL,NULL,NULL,224,1120000,18,NULL,102,-3600,29940,168,0,0.00,235517,1375,0,0.00,21,80,35,64,0.21
1002513667,6,0,433809,4907,0,0.00,226,455,2293,2584,0.47,183,183,5000,2,5000,2,0,0,1594,147936,0.51,NULL,NULL,NULL,126,638000,18,NULL,3,-2520,16886,195,0,0.00,117166,1416,0,0.00,15,39,92,100,0.47
4969795,5,1,87230,1693,27,62.00,252,205,424,1267,0.25,560,583,8741,0,8740,0,1,0,1614,84074,0.0,NULL,NULL,NULL,88,704000,-5,-219,0,-8640,245,3,0,0.00,389,9,0,0.00,NULL,10,1,2,0.33
7043149,6,0,875707,8554,0,0.00,34,559,2769,4524,0.32,526,526,94336,0,6526,0,87810,0,3793,391810,0.0,NULL,NULL,20,20,160000,18,NULL,1,-1200,35986,356,0,0.00,159094,1570,0,0.00,NULL,37,102,211,0.29
1002323662,6,0,539469,6212,0,0.00,142,251,3037,3167,0.49,247,247,14080,400,7166,400,6914,0,2,127,0.0,NULL,NULL,NULL,116,581000,18,NULL,21,1479,18732,223,0,0.00,138381,1621,0,0.00,11,25,111,112,0.50
15735278,3,0,603590,11602,63,172.00,800,1218,2828,8776,0.24,382,382,1732,0,1732,0,0,0,8844,389336,0.0,NULL,NULL,NULL,713,5704000,18,2,1,-6353,24251,262,0,0.00,65792,698,1,2.00,22,52,111,151,0.42
3011326,3,0,2215182,8573,23,141.50,707,2359,4039,4475,0.47,738,738,0,14,0,14,0,0,4812,1555337,0.02,NULL,NULL,NULL,584,4672000,18,-367,14,-600,21964,247,0,0.00,89974,993,0,0.00,6,109,120,127,0.49
17165880,5,1,32507,997,8,16.00,0,58,319,638,0.32,339,359,19900,0,3670,0,16230,0,299,12029,0.0,NULL,NULL,NULL,0,0,-2,-249,0,-2300,NULL,NULL,NULL,NULL,20,1,0,0.00,NULL,3,NULL,NULL,NULL
4920810,5,0,146273,1540,18,132.00,35,280,487,1029,0.32,582,584,37977,120,37977,120,0,0,789,54309,0.01,NULL,NULL,NULL,8,64000,16,-381,0,-4,3340,32,0,0.00,22533,194,0,0.00,NULL,9,6,25,0.19
10585650,6,0,1029439,9072,0,0.00,650,748,4317,4605,0.48,442,459,8000,0,8000,0,0,0,7208,726520,0.0,NULL,NULL,NULL,474,3792000,1,NULL,0,-7272,8785,57,0,0.00,37346,237,0,0.00,NULL,6,27,24,0.47
4648010,6,0,1504374,18189,0,0.00,395,1559,7058,11135,0.39,595,595,9450,0,9450,0,0,0,14313,1167970,0.0,NULL,NULL,NULL,293,2344000,18,NULL,1,-1600,9554,88,0,0.00,26938,262,0,0.00,2,23,46,42,0.52
10009968,5,0,383466,3978,10,24.00,194,673,1740,2225,0.44,476,476,17450,0,17450,0,0,0,2910,278508,0.0,NULL,NULL,NULL,152,1216000,18,-174,1,-540,530,7,0,0.00,17191,193,0,0.00,1,5,2,5,0.29
4471688,6,0,2731503,27405,0,0.00,853,1859,7220,20202,0.26,600,603,101332,0,44485,0,56847,0,18656,1948032,0.0,NULL,NULL,NULL,659,5272000,15,NULL,0,-6000,2494,29,0,0.00,20981,220,0,0.00,NULL,2,10,19,0.34
354935,2,1,264599,9098,27,514.00,62,387,4207,4721,0.46,974,992,332229,10,332229,10,0,0,8647,237448,0.0,NULL,NULL,NULL,43,408000,0,-164,0,6000,3394,20,0,0.00,9619,83,0,0.00,NULL,5,14,6,0.70
16446231,6,0,652284,7208,1,0.50,604,934,2996,3937,0.42,375,375,4962,1,0,1,4962,0,5225,469155,0.06,NULL,NULL,NULL,255,2040000,18,-350,13,-64487,8823,164,0,0.00,17750,331,0,0.00,13,59,72,84,0.44
5095393,6,0,646328,7130,0,0.00,411,706,3212,3859,0.45,578,578,24182,6,24182,6,0,0,2012,198405,0.06,NULL,NULL,NULL,303,2424000,18,NULL,2,5400,21241,266,0,0.00,90853,1103,0,0.00,9,36,124,142,0.47
18351607,3,0,1003760,11580,70,356.00,66,805,5557,5899,0.48,310,310,45200,532,45200,532,0,0,7564,657423,0.47,NULL,NULL,NULL,53,424000,18,18,1,-900,29927,305,4,12.00,109790,1279,12,60.00,1,127,145,140,0.48
4566496,3,0,576228,6528,41,55.50,254,450,2182,4233,0.33,590,598,15930,0,15930,0,0,0,494,23807,0.0,NULL,NULL,NULL,162,1296000,10,-161,0,4800,9771,75,0,0.00,14517,108,0,0.00,19,22,35,36,0.47
16961523,3,0,1586560,27542,76,253.00,255,1403,8473,10447,0.31,365,365,3377,44,3377,44,0,0,19161,1082511,0.0,NULL,NULL,NULL,206,1648000,18,3,2,-5400,42342,546,5,5.50,116484,1793,7,13.50,21,184,272,274,0.50
20092156,5,0,526522,4298,9,19.00,165,586,1282,2997,0.3,171,171,6000,17,6000,17,0,0,1,393,0.0,NULL,NULL,NULL,124,992000,18,18,8,-1200,43447,375,0,0.00,111051,946,0,0.00,NULL,59,107,267,0.29
11210375,5,0,815516,6893,58,35.00,516,830,2485,4265,0.36,441,441,0,0,0,0,0,0,1011,162788,0.0,NULL,NULL,NULL,311,2488000,18,-73,3,-4550,13545,96,0,0.00,53942,369,0,0.00,2,21,46,48,0.48
6981021,6,0,1395939,27204,0,0.00,175,1503,12525,14299,0.46,527,527,150286,0,5364,0,144922,0,18975,892944,0.0,NULL,NULL,NULL,124,992000,18,NULL,5,-3000,22621,332,0,0.00,97918,1512,0,0.00,2,33,151,169,0.45
16755579,3,1,787899,9133,8,14.50,189,466,4456,4678,0.49,345,368,44195,0,44195,0,0,0,7485,651429,0.0,NULL,NULL,NULL,170,1360000,-5,-310,0,-6000,3491,44,0,0.00,18080,226,0,0.00,1,4,26,18,0.59
10530399,6,0,1165977,8510,0,0.00,3,835,3698,4692,0.43,461,461,1855580,0,12450,0,1843130,0,2906,478638,0.0,NULL,NULL,NULL,2,16000,18,NULL,4,8825,17783,118,0,0.00,48243,358,0,0.00,NULL,38,42,74,0.36
1078709,5,0,74973,1106,4,30.00,73,121,420,652,0.38,818,821,26000,0,26000,0,0,0,450,18686,0.02,NULL,NULL,NULL,55,440000,15,-41,0,13300,1018,11,0,0.00,8167,118,0,0.00,2,10,4,5,0.36
19035815,6,0,1335912,17516,0,0.00,39,1021,6052,8640,0.35,267,267,28540,0,28540,0,0,0,1642,131145,0.02,NULL,NULL,NULL,36,288000,18,NULL,23,0,57649,759,0,0.00,225923,2893,0,0.00,NULL,41,285,384,0.38
1002268891,6,0,2942817,24756,0,0.00,97,1649,10238,9724,0.41,258,258,311704,70,0,70,311704,0,5782,570948,0.04,NULL,NULL,NULL,58,298000,18,NULL,36,-17778,66515,424,0,0.00,220986,1379,0,0.00,13,66,127,143,0.30
6771599,5,1,123339,2352,4,20.00,266,137,649,1673,0.28,510,532,10000,4,10000,4,0,0,2285,121356,0.02,NULL,NULL,NULL,104,832000,-4,-500,0,-7000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
18463444,3,0,1489649,15779,11,22.00,169,1305,5950,8889,0.38,304,304,40881,207,7988,207,32893,0,6446,548542,0.39,NULL,NULL,20,143,1144000,18,-149,2,0,17497,133,0,0.00,151635,891,0,0.00,NULL,86,52,65,0.39
17722957,6,0,1058532,15174,6,10.50,98,1055,7169,7242,0.47,337,337,517780,12,359854,12,157926,0,14604,1024427,0.25,NULL,NULL,NULL,82,656000,18,-20,32,-2112,4025,54,0,0.00,33491,432,1,2.00,NULL,33,18,36,0.33
5754490,6,1,1784518,21125,0,0.00,112,1311,7967,11522,0.38,533,557,68706,20,20020,20,48686,0,19541,1676888,0.08,NULL,NULL,NULL,70,560000,-6,NULL,0,-3360,470,5,0,0.00,6526,67,0,0.00,NULL,2,2,2,0.40
20691045,6,0,1109435,11519,0,0.00,0,371,3573,7763,0.31,91,95,64000,0,64000,0,0,0,0,0,NULL,NULL,NULL,NULL,0,0,14,NULL,0,-1,161100,1809,0,0.00,678771,7124,0,0.00,NULL,72,634,1152,0.35
8221259,1,0,1459155,10998,87,652.00,216,1271,4972,5672,0.45,495,498,60369,83,60369,83,0,0,4477,533751,0.04,NULL,NULL,NULL,143,1144000,15,10,0,-60000,4901,56,2,12.00,4901,56,2,12.00,1,27,23,33,0.41
1002856241,6,0,621023,7598,0,0.00,176,1426,3362,4217,0.44,88,88,56288,240,46285,240,10003,0,0,0,NULL,NULL,NULL,NULL,116,580000,18,NULL,89,-840,46386,564,0,0.00,189638,2336,0,0.00,NULL,147,243,316,0.43
5284782,5,0,350889,3918,2,18.00,85,1130,1714,2181,0.44,572,572,142282,75,2000,75,140282,0,2583,227246,0.1,NULL,NULL,20,49,392000,18,-552,34,-600,3339,40,0,0.00,30238,353,0,0.00,NULL,17,14,26,0.35
7458697,3,0,905653,9647,13,30.00,9,1732,4172,4487,0.43,516,516,514854,0,12163,0,502691,0,5155,436682,0.0,NULL,NULL,NULL,3,24000,18,-414,27,0,2018,22,0,0.00,14081,149,0,0.00,NULL,14,8,10,0.36
20915103,5,0,211500,1012,9,12.00,64,256,409,447,0.4,56,56,24682,0,2656,0,22026,0,8,720,0.38,NULL,NULL,NULL,38,304000,18,10,27,-3000,27193,149,0,0.00,80549,465,3,4.50,5,55,54,59,0.36
1002192259,3,0,903384,10263,39,154.61,107,1140,3345,5177,0.33,308,308,147318,31,120408,31,26910,0,3622,341698,0.14,NULL,NULL,NULL,49,254000,18,-60,1,-2400,3313,47,0,0.00,11716,158,0,0.00,NULL,7,18,29,0.38
7451972,6,0,5966653,55072,1,2.00,1265,2607,15823,31522,0.29,516,516,0,11,0,11,0,0,30735,3599053,0.0,NULL,NULL,20,965,7720000,18,-385,55,-7497,107650,1255,0,0.00,393078,4688,0,0.00,22,265,536,668,0.43
742393,3,0,875546,12783,1,30.00,326,1311,6326,5650,0.49,890,890,9380,154,9380,154,0,0,10143,694897,0.04,NULL,NULL,NULL,215,1720000,18,-864,3,-300,997,13,0,0.00,28697,367,0,0.00,NULL,7,6,7,0.46
20307830,5,0,139533,1049,10,9.50,63,146,339,440,0.32,143,144,100087,0,1186,0,98901,0,0,0,NULL,NULL,NULL,NULL,33,264000,17,4,0,-20150,12959,105,0,0.00,74004,548,7,6.50,11,32,27,69,0.26
3466490,5,0,516488,4271,10,33.00,421,462,1655,2350,0.39,676,682,157403,103,18762,103,138641,0,4064,479105,0.21,NULL,NULL,NULL,108,864000,12,-493,0,-300,11597,71,0,0.00,30946,216,0,0.00,NULL,18,37,34,0.52
5921223,6,0,1064823,15716,1,2.00,715,1211,6291,8486,0.4,553,553,170715,0,170715,0,0,0,10889,706675,0.0,NULL,NULL,NULL,603,4824000,18,-530,13,-20000,2193,94,0,0.00,11312,313,0,0.00,9,16,44,42,0.47
20365,6,0,3007294,9109,0,0.00,120,1988,4921,3947,0.54,1103,1103,52746,0,27391,0,25355,0,8497,2813718,0.0,NULL,NULL,NULL,101,880000,18,NULL,3,5000,22643,76,0,0.00,24764,84,0,0.00,2,23,43,32,0.57
7443665,5,0,665657,1913,9,39.00,112,666,859,949,0.45,516,516,32960,0,32960,0,0,0,817,232713,0.14,NULL,NULL,NULL,93,744000,18,18,2,-3240,14076,36,0,0.00,70720,177,0,0.00,5,33,18,16,0.50
7397255,3,0,917198,16866,46,73.50,1115,1550,7721,8813,0.46,508,517,2509,0,2509,0,0,0,13276,646725,0.0,NULL,NULL,NULL,716,5728000,9,-151,0,-4169,2333,26,0,0.00,51591,437,0,0.00,5,15,11,15,0.42
18298914,6,0,719187,9600,0,0.00,525,1108,4613,4978,0.48,303,312,1473,8,1473,8,0,0,4048,294602,0.02,NULL,NULL,NULL,423,3384000,9,NULL,0,-2700,8164,110,0,0.00,60527,797,0,0.00,NULL,13,52,58,0.47
1002573496,6,0,827047,7151,0,0.00,1827,689,2469,3489,0.35,166,166,44316,251,34135,251,10181,0,2601,219372,0.46,NULL,NULL,NULL,278,1390000,18,NULL,47,-3600,32384,217,0,0.00,89299,645,0,0.00,14,35,55,91,0.25
4709726,5,0,107436,1211,3,20.00,30,316,502,674,0.41,584,592,810896,0,24496,0,786400,0,795,70060,0.0,NULL,NULL,NULL,15,120000,10,-493,0,-1800,5832,64,0,0.00,17874,208,0,0.00,NULL,25,23,41,0.36
6413206,6,0,2045712,19197,5,15.00,337,1635,6472,10561,0.34,539,540,53045,57,53045,57,0,0,10412,1195719,0.0,NULL,NULL,NULL,192,1536000,17,-290,0,-2500,20868,168,0,0.00,49596,483,0,0.00,4,50,75,87,0.45
19591756,6,0,903745,7558,0,0.00,52,670,4046,3371,0.54,225,226,10757,36,7287,36,3470,0,3154,461534,0.56,NULL,NULL,20,34,272000,17,NULL,0,-3200,62809,484,0,0.00,268302,2117,0,0.00,NULL,110,269,201,0.56
20938885,5,0,176700,1791,45,38.50,146,171,793,904,0.44,51,51,0,0,0,0,0,0,61,5948,0.44,NULL,NULL,20,74,592000,18,17,21,-3780,7874,197,2,1.00,45857,1066,31,28.50,13,31,88,96,0.45
12120051,6,0,3393021,23155,0,0.00,0,1667,12535,9077,0.54,415,415,4967020,0,88024,0,4878996,0,14912,2233010,0.0,NULL,NULL,NULL,0,0,18,NULL,7,-14000,12586,98,0,0.00,82062,617,0,0.00,NULL,10,51,34,0.52
8593192,6,0,839821,10161,1,2.00,660,893,3955,5707,0.39,487,487,288356,0,2250,0,286106,0,6953,478080,0.0,NULL,NULL,NULL,444,3552000,18,-403,5,-3000,16689,117,0,0.00,22281,258,0,0.00,21,21,49,56,0.42
16506070,5,0,285958,2067,14,60.00,108,390,1117,860,0.54,374,374,47944,0,30174,0,17770,0,1624,223975,0.0,NULL,NULL,NULL,59,472000,18,-308,1,3360,315,2,0,0.00,12455,87,0,0.00,NULL,2,2,0,1.00
6105700,5,0,369004,5498,8,11.50,433,470,2303,3030,0.42,542,547,7870,24,7870,24,0,0,4229,265428,0.06,NULL,NULL,NULL,255,2040000,13,-162,0,0,2948,30,0,0.00,16148,193,0,0.00,2,11,17,11,0.57
11999967,6,0,1374539,9921,0,0.00,439,1769,4331,4967,0.44,418,418,502338,10,39973,10,462365,0,5142,670169,0.0,NULL,NULL,20,167,1336000,18,NULL,55,11000,19439,165,0,0.00,97785,753,0,0.00,NULL,61,83,75,0.50
200927,6,0,1176217,13163,0,0.00,185,1100,5978,7187,0.45,1043,1043,203555,0,16840,0,186715,0,11513,1035071,0.0,NULL,NULL,NULL,126,1102000,18,NULL,1,2160,629,7,0,0.00,16651,201,0,0.00,NULL,3,2,5,0.29
7234493,1,1,1175996,13778,140,514.00,793,900,5667,7692,0.41,521,521,13260,6,13260,6,0,0,6676,439852,0.03,NULL,NULL,NULL,315,2520000,18,-286,5,-12,5246,64,0,0.00,230549,2269,0,0.00,1,12,31,33,0.48
6120559,6,0,1465082,10417,0,0.00,291,1521,4926,5014,0.47,547,547,437947,17,0,17,437947,0,7750,1067921,0.01,NULL,NULL,20,136,1088000,18,NULL,10,-19400,2552,18,0,0.00,15054,113,0,0.00,NULL,10,9,8,0.50
7019853,6,0,1224376,7378,0,0.00,138,1546,3227,3601,0.44,526,526,2243453,0,14567,0,2228886,0,5566,929365,0.04,NULL,NULL,20,101,808000,18,NULL,86,-8640,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL
19299524,6,0,856441,10384,2,4.00,4,909,5276,5077,0.51,250,250,2989739,1144,16536,1144,2973203,0,1313,108679,0.11,NULL,NULL,20,3,24000,18,-228,20,540,1905,26,0,0.00,60982,770,0,0.00,NULL,37,14,12,0.54
1352192,3,0,1584642,20636,16,36.00,377,1571,9074,11588,0.44,774,774,0,0,0,0,0,0,14868,1000296,0.0,NULL,NULL,NULL,171,1368000,18,-552,2,-8850,6966,69,0,0.00,42621,436,0,0.00,NULL,38,32,37,0.46
18650144,5,0,902884,7258,2,18.00,46,624,3177,3817,0.44,285,294,138192,0,877,0,137315,0,1314,206409,0.01,NULL,NULL,NULL,33,264000,9,-147,0,-5000,21546,188,0,0.00,126505,1001,0,0.00,NULL,61,81,91,0.43
6374117,6,1,647226,6753,2,6.00,230,3033,2874,3738,0.43,539,541,50060,0,13020,0,37040,0,5269,509665,0.0,NULL,NULL,NULL,166,1328000,16,-484,0,-1080,885,9,0,0.00,4145,44,0,0.00,NULL,7,3,3,0.33
4635995,6,0,1250016,9309,0,0.00,12,876,2767,6374,0.3,595,595,686193,0,11600,0,674593,0,7306,986847,0.0,NULL,NULL,20,6,48000,18,NULL,147,-2000,1802,15,0,0.00,7056,54,0,0.00,NULL,15,6,9,0.40
4559702,3,0,1662207,17131,16,15.00,44,1050,5764,11173,0.34,592,599,7900,29,7900,29,0,0,8095,899673,0.0,NULL,NULL,NULL,24,192000,11,2,0,10,14827,111,3,1.50,214915,2217,13,6.50,3,29,33,76,0.30
19183294,6,0,851928,6508,0,0.00,68,383,1907,3720,0.29,257,258,60655,10,298,10,60357,0,1096,165132,0.0,NULL,NULL,NULL,56,448000,17,NULL,0,-4800,22663,158,0,0.00,117753,644,0,0.00,NULL,14,40,97,0.25
18971051,6,0,980093,8706,0,0.00,244,823,2977,3744,0.34,271,271,85257,0,17316,0,67941,0,209,25178,0.0,NULL,NULL,NULL,213,1704000,18,NULL,53,-1200,34277,312,0,0.00,149074,1316,0,0.00,21,57,96,157,0.31
6008160,6,0,1701217,15348,0,0.00,22,1101,6314,8239,0.41,550,550,1426765,0,19000,0,1407765,0,8964,990692,0.0,NULL,NULL,NULL,13,104000,18,NULL,6,24000,4361,17,0,0.00,24547,69,0,0.00,NULL,5,14,3,0.82
20284221,5,0,32469,982,18,10.50,99,54,410,527,0.42,144,147,0,36,0,36,0,0,106,8706,0.42,NULL,NULL,NULL,65,520000,15,-119,0,-3239,1058,48,0,0.00,1537,67,0,0.00,2,2,20,19,0.42
17290558,6,0,2090385,6829,4,8.00,170,1656,2968,3650,0.43,354,354,83592,94,83592,94,0,0,3192,992441,0.01,NULL,NULL,NULL,131,1048000,18,-197,5,2600,46321,120,0,0.00,117076,301,0,0.00,2,48,57,59,0.48
4179330,3,1,1458983,9476,13,35.00,607,1174,3712,4643,0.39,599,619,1060,0,1060,0,0,0,7751,1225029,0.03,NULL,NULL,NULL,439,3512000,-2,-381,0,-4320,1005,13,0,0.00,2528,21,0,0.00,1,3,7,6,0.54
7881427,3,0,1381289,10021,23,46.00,401,2001,3038,6860,0.3,508,508,9350,0,9350,0,0,0,6266,856604,0.0,NULL,NULL,NULL,315,2520000,18,-203,6,-5000,7417,60,0,0.00,28755,234,0,0.00,4,23,20,40,0.33
20371935,5,0,663703,4768,44,184.50,326,740,1657,3007,0.35,137,138,33533,0,10650,0,22883,0,0,0,NULL,NULL,NULL,NULL,153,1224000,17,-17,0,7200,7482,54,0,0.00,166468,1251,5,10.00,2,21,10,44,0.19
8575270,6,0,2503793,18627,0,0.00,400,1594,4270,13116,0.23,486,487,66479,43,2097,43,64382,0,9310,1291558,0.0,NULL,NULL,20,342,2736000,17,NULL,0,-2700,40824,367,0,0.00,121350,1310,0,0.00,14,59,124,233,0.34
6194543,6,0,909801,6820,0,0.00,403,1077,1662,5051,0.24,545,545,3500,0,3500,0,0,0,5621,755259,0.0,NULL,NULL,NULL,367,2936000,18,NULL,20,-1000,10878,89,0,0.00,47473,376,0,0.00,5,43,21,66,0.24
4369887,6,0,1874984,19078,0,0.00,83,2550,5006,14079,0.26,608,608,971788,0,2880,0,968908,0,10982,1132641,0.0,NULL,NULL,20,76,608000,18,NULL,267,-2800,23471,260,0,0.00,74701,797,0,0.00,NULL,42,72,188,0.28
